# id	acronyms (comma-separated, primary first) — generated by build_rhythm_acronyms.py
ecg00001	1AVB
ecg11904	1AVB,SB
ecg11905	TWC,SB,1AVB,TWO
ecg11906	1AVB,SB
ecg11907	1AVB,SB
ecg11908	AQW,SB,1AVB
ecg11909	STC,SB,1AVB
ecg11910	1AVB,SB
ecg11911	1AVB,SB,LVH
ecg11912	TWC,SB,1AVB,LVH
ecg11913	TWO,1AVB,LVQRSAL,SB,RWC,TWC
ecg11914	TWC,SB,1AVB,TWO
ecg11915	1AVB,SB
ecg11916	1AVB,SB,LVH
ecg11917	1AVB,SB,LVQRSAL
ecg11918	TWC,SB,1AVB
ecg11919	1AVB,SB
ecg11920	1AVB,SB
ecg11921	TWC,SB,1AVB
ecg11922	1AVB,SB
ecg11923	1AVB,SB
ecg11924	1AVB,SB
ecg11925	TWC,SB,1AVB
ecg11926	AQW,SB,1AVB,TWC
ecg11927	STC,SB,1AVB
ecg11928	1AVB,SB
ecg11929	1AVB,SB
ecg11930	STTU,1AVB,TWO,SB,TWC
ecg11931	1AVB,SB,SA
ecg11932	1AVB,SB,SA
ecg11933	1AVB,SB,SA
ecg11934	TWC,SB,1AVB,SA
ecg11935	1AVB,SR,LAFB,SA
ecg11936	1AVB,LVH,SR,RWC,SA
ecg11937	1AVB,SR,RWC,SA
ecg11938	TWC,SR,1AVB,SA
ecg11939	1AVB,LVH,SA
ecg11940	1AVB,SA
ecg11941	1AVB,SA
ecg11942	1AVB,SA
ecg11943	1AVB,SA
ecg11944	1AVB,SA
ecg11945	1AVB,SA
ecg11946	STC,1AVB,RWC,SA
ecg11947	1AVB,SA
ecg11948	1AVB,SA
ecg11949	TWO,1AVB,LAFB,LVH,SR,TWC
ecg11950	1AVB,SR,LAFB
ecg11951	STDD,1AVB,QTIE,PWC,TWO,SR,LVH,STC
ecg11952	STC,1AVB,QTIE,PWC,SR,LVH
ecg11953	1AVB,SR
ecg11954	1AVB,SR
ecg11955	AQW,STTU,1AVB,TWO,SR
ecg11956	AQW,STTU,1AVB,QTIE,TWO,SR,TWC
ecg11957	STC,1AVB,LVH,SR,PPW
ecg11958	STC,SR,1AVB
ecg11959	STC,SR,1AVB
ecg11960	STC,SR,1AVB,LVH
ecg11961	TWO,SR,1AVB,PPW
ecg11962	1AVB,SR
ecg11963	1AVB,SR
ecg11964	TWC,SR,1AVB
ecg11965	TWC,SR,1AVB
ecg11966	STC,SR,1AVB,LVH
ecg11967	TWC,SR,1AVB,TWO
ecg11968	1AVB,SR
ecg11969	1AVB,SR
ecg11970	1AVB,SR
ecg11971	STC,SR,1AVB
ecg11972	AQW,1AVB,TWO,SR,TWC
ecg11973	AQW,1AVB,TWO,SR,TWC
ecg11974	TWO,1AVB,LVH,STDD,SR,STC
ecg11975	TWC,SR,1AVB
ecg11976	TWC,SR,1AVB
ecg11977	STDD,SR,1AVB
ecg11978	AQW,SR,1AVB,STC
ecg11979	1AVB,SR
ecg11980	STC,SR,1AVB,LVH
ecg11981	1AVB,SR,LVH
ecg11982	1AVB,SR
ecg11983	1AVB,SR
ecg11984	1AVB,SR
ecg11985	1AVB,SR
ecg11986	1AVB,SR
ecg11987	STDD,1AVB,ST,LVH,TWO
ecg11988	1AVB,ST
ecg11989	STDD,1AVB,ST
ecg11990	1AVB,ST,LVQRSAL
ecg11991	1AVB,ST
ecg11992	STDD,1AVB,ST,TWO,LVH,STC
ecg11993	1AVB,ST,LVQRSAL
ecg11994	1AVB,ST
ecg11995	TWC,1AVB,ST
ecg11996	1AVB,ST
ecg11997	1AVB,ST
ecg11998	STC,1AVB,ST,LVH
ecg11999	STC,1AVB,ST,LVH
ecg12000	1AVB,ST
ecg12001	1AVB,ST
ecg12002	STC,1AVB,ST
ecg12003	1AVB,RWC,ST,PPW
ecg12004	1AVB,ST,LVH
ecg12005	STDD,1AVB,ST,TWO
ecg12006	1AVB,ST,LVH
ecg12007	STC,1AVB,ST,PPW
ecg12008	1AVB,ST
ecg12009	STC,1AVB,ST
ecg12010	1AVB,ST
ecg12011	STC,1AVB,ST,LVH
ecg12012	1AVB,ST
ecg12013	1AVB,ST
ecg12014	1AVB,ST
ecg12015	1AVB,ST
ecg12016	STC,1AVB,ST,LVH
ecg12017	STTU,1AVB,ST
ecg12018	TWO,1AVB,ST,LVQRSAL,TWC
ecg12019	TWC,1AVB,ST
ecg12020	TWC,1AVB,ST
ecg12021	AQW,1AVB,ST
ecg12022	TWC,1AVB,ST
ecg12023	STC,1AVB,ST
ecg12024	STC,1AVB,ST
ecg12025	1AVB,ST
ecg12026	STC,1AVB,ST
ecg12027	1AVB,ST
ecg12028	1AVB,ST
ecg12029	1AVB,ST,LVH
ecg12030	STDD,1AVB,ST,TWC,STC
ecg12031	AQW,STTU,1AVB,ST,LVH,TWO,STDD,TWC
ecg12032	TWC,1AVB,ST,LVQRSAL,LVH
ecg12033	1AVB,ST
ecg12034	TWC,1AVB,ST
ecg12035	1AVB,ST
ecg12036	STDD,SVPB,VPB,1AVB,ST,TWO,LVH,STC
ecg12037	STC,1AVB,ST
ecg12038	1AVB,ST
ecg12039	1AVB,ST
ecg12040	1AVB,ST
ecg12041	STC,1AVB,TPW,ST,LVH
ecg12042	1AVB,ST
ecg12043	1AVB,ST
ecg12044	TWC,1AVB,ST
ecg12045	TWC,1AVB,ST,LVH
ecg12046	STC,1AVB,ST
ecg12047	STC,1AVB,ST
ecg12048	STC,1AVB,ST
ecg12049	STC,1AVB,ST
ecg12050	1AVB,ST
ecg12051	1AVB,ST,LVH
ecg12052	STC,1AVB,ST
ecg12053	1AVB,ST,LVH
ecg12054	AQW,1AVB,ST
ecg12055	1AVB,ST
ecg12056	1AVB,ST
ecg12057	1AVB,ST
ecg12058	STC,1AVB,ST,RWC,LVH
ecg12059	STTU,1AVB,ST
ecg12060	1AVB,ST
ecg12061	1AVB,ST
ecg12062	TWC,1AVB,ST
ecg12063	TWC,1AVB,ST
ecg12064	1AVB,ST
ecg12065	TWC,1AVB,ST
ecg12066	1AVB,ST
ecg12067	1AVB,ST,SVT
ecg12068	1AVB,SVT,ST
ecg12069	STC,SA,2AVB1,PRIE,ST,LVH
ecg12070	STC,AF,2AVB1
ecg12071	STC,AF
ecg12072	STDD,APB,2AVB1,TWO,SR,APACE
ecg12073	2AVB1,APB,ST
ecg12074	2AVB1,JEB,ARHY,BPAC
ecg12075	TWO,2AVB1,SB,TWC,BPAC
ecg12076	2AVB1,ARHY
ecg12077	TWO,2AVB1,QTIE,ST,LVH,TWC
ecg12078	MI,MI_LAT,2AVB1,PRIE,ST,STDD,STC
ecg12079	2AVB1,SB,PVC,APACE
ecg12080	TWC,2AVB1,PWC,SR,PVC
ecg12081	PRIE,SB,VEB,2AVB1
ecg12082	2AVB1,SB
ecg12083	2AVB1,SB
ecg12084	2AVB1,SB
ecg12085	2AVB1,SB
ecg12086	2AVB1,SB,LVH
ecg12087	2AVB1,SA
ecg12088	STDD,2AVB1,ST,TWC,PPW,STC
ecg12089	2AVB1,ST
ecg12090	PRIE,ST,2AVB1
ecg12091	2AVB1,ST
ecg12092	2AVB2,AVB,SR,3AVB,JEB,CRBBB
ecg12093	BBB,ARHY,2AVB2,AVB
ecg12094	STC,SR,2AVB2,AVB,CLBBB
ecg12095	2AVB2,TPW,AVB,ARS,ST,JEB
ecg12096	2AVB2,SB,AVB
ecg12097	2AVB,JEB,AF
ecg12098	STDD,TWO,CRBBB,AF,STC,2AVB
ecg12099	2AVB,AF,LVH,CRBBB
ecg12100	ILBBB,LVH,AF,2AVB
ecg12101	STDD,TWO,JEB,AF,STC,2AVB
ecg12102	TWC,AF,ERHY,2AVB
ecg12103	STDD,TWO,AF,LVH,STC,2AVB
ecg12104	TWO,VER,TWC,AF,2AVB
ecg12105	STDD,TWO,AF,STC,2AVB
ecg12106	TWO,AF,2AVB
ecg12107	STDD,TWO,RWC,AF,LVH,2AVB
ecg12108	2AVB,AF
ecg12109	TWC,AF,TWO,2AVB
ecg12110	TWC,AF,LVH,2AVB
ecg12111	2AVB,AF
ecg12112	STC,AF,LVH,2AVB
ecg12113	TWC,AF,2AVB
ecg12114	2AVB,AF
ecg12115	STTU,AF,2AVB
ecg12116	STDD,UW,LAFB,AVD,ERHY,QTIE,BBB,TWO,SB,SAB,STC,BPAC
ecg12117	2AVB,APB,AVD,SB,JEB
ecg12118	STC,LVH,BPAC,SB,2AVB
ecg12119	STDD,TWO,AT,STC,2AVB
ecg12120	STTU,SB,2AVB,CRBBB,PVC
ecg12121	TWO,LAFB,PRIE,BBB,LVH,STDD,SB,2AVB,STC,APACE
ecg12122	BBB,SR,PVC,2AVB
ecg12123	SAB,JEB,SB,SARR
ecg12124	TWC,SB,LAFB,2AVB
ecg12125	ERV,SB,2AVB
ecg12126	SAB,SA
ecg12127	SAB,ST
ecg12128	TWO,RVH,ERHY,ARS,TWC,3AVB,AVB,AF,CCR,CRBBB
ecg12129	3AVB,RVH,VER,ERHY,AVB,AF,CRBBB
ecg12130	TWC,RVH,VER,ERHY,3AVB,AVB,AF,CRBBB
ecg12131	STC,ERHY,3AVB,AVB,AF,CRBBB
ecg12132	3AVB,AF,AVB,ERHY,CRBBB
ecg12133	STTU,LVH,STDD,VEB,RWC,3AVB,AVB,JEB,AF,STC,PVC
ecg12134	STDD,ERHY,QTIE,TWO,3AVB,AVB,AF,LVH,STC,APACE
ecg12135	STDD,ERHY,TWO,3AVB,AVB,AF,LVH,STC
ecg12136	STC,ERHY,LVH,3AVB,AVB,AF
ecg12137	TWC,UW,ERHY,3AVB,AVB,AF
ecg12138	TWO,ERHY,LVH,TWC,3AVB,AVB,AF
ecg12139	3AVB,AF,AVB,APACE
ecg12140	STC,AF,LVH,3AVB,AVB
ecg12141	3AVB,AVD,AVB,AF,APACE
ecg12142	2AVB,AF,APACE
ecg12143	3AVB,AVD,AVB,AF,APACE
ecg12144	STC,VER,AF,3AVB,AVB,PVC
ecg12145	3AVB,APB,ERHY,SB,AVB,CRBBB
ecg12146	TWC,APB,LAFB,ERHY,ST,3AVB,AVB,CCR
ecg12147	3AVB,APB,ERHY,SR,AVB,CRBBB
ecg12148	STC,AF,ERHY,BBB,ALS,3AVB,AVB
ecg12149	STDD,SA,ERHY,LVH,TWO,3AVB,AVB,CRBBB,STC
ecg12150	STC,LAFB,ERHY,ST,3AVB,AVB,CRBBB
ecg12151	TWO,LAFB,ERHY,LVQRSAL,ST,TWC,3AVB,AVB,CRBBB
ecg12152	STC,ERHY,ST,3AVB,AVB,CRBBB
ecg12153	CRBBB,ST,3AVB,AVB,ERHY
ecg12154	CRBBB,SB,3AVB,AVB,APACE
ecg12155	CRBBB,SB,3AVB,AVB
ecg12156	BBB,ERHY,ST,3AVB,AVB,PVC
ecg12157	TWO,ERHY,BBB,SR,3AVB,AVB
ecg12158	3AVB,SR,ALS,AVB,JEB,CRBBB,PVC
ecg12159	MI,STTU,MI_LAT,ST,3AVB,AVB,JEB,TWC
ecg12160	MI,STTU,SA,MI_LAT,ERHY,STDD,AQW,TWC,3AVB,AVB,STC,PVC
ecg12161	STDD,RBBB,LAFB,ERHY,SR,3AVB,AVB,STC
ecg12162	3AVB,SR,AVB,ERHY
ecg12163	TWO,LAFB,ERHY,QTIE,ST,TWC,3AVB,AVB
ecg12164	3AVB,ST,AVB,ERHY
ecg12165	3AVB,ST,AVB,ERHY
ecg12166	STC,ST,3AVB,AVB,ERHY
ecg12167	3AVB,SB,AVB,APACE
ecg12168	3AVB,SB,AVB,APACE
ecg12169	3AVB,SA,AVB,APACE
ecg12170	3AVB,SB,AVB,APACE
ecg12171	3AVB,SR,AVB,APACE
ecg12172	RBBB,SR,LAFB,3AVB,AVB
ecg12173	3AVB,SB,VER,AVB
ecg12174	3AVB,SR,VER,AVB
ecg12175	3AVB,SR,VER,AVB
ecg12176	3AVB,VER,ST,AVB
ecg12177	3AVB,VER,ST,AVB
ecg12178	3AVB,VER,AVD,ST,AVB
ecg12179	3AVB,VER,ST,AVB
ecg12180	3AVB,VER,ST,AVB
ecg12181	3AVB,VER,ST,AVB
ecg12182	IDC,SVT
ecg12183	STC,LAFB,LVH,IDC,AF
ecg12184	AQW,IDC,AF,LVH,STC,PVC
ecg12185	IDC,AF
ecg12186	STTU,AF,LVH,IDC
ecg12187	IDC,LVH,AF
ecg12188	TWO,ARS,IDC,TWC,AF,CCR
ecg12189	IDC,ALS,AF,LVH,CLBBB
ecg12190	IDC,AF,ALS,CLBBB
ecg12191	IDC,AF,LAFB,CRBBB
ecg12192	IDC,AF,ALS,CRBBB
ecg12193	IDC,AF,CRBBB
ecg12194	TWO,IDC,TWC,AF,CRBBB
ecg12195	STDD,TWO,IDC,AF,STC,CRBBB
ecg12196	TWC,IDC,AF,IRBBB,PVC
ecg12197	IDC,AF,IRBBB,PVC
ecg12198	IDC,AF,IRBBB
ecg12199	STC,IDC,AF,IRBBB
ecg12200	TWC,IDC,AF,IRBBB
ecg12201	IDC,AF,IRBBB
ecg12202	STC,LAFB,BBB,IDC,AF
ecg12203	IDC,AF,BBB,ALS
ecg12204	BBB,LVH,IDC,AF,PVC
ecg12205	STC,IDC,AF,BBB
ecg12206	IDC,AF,BBB,LVH
ecg12207	IDC,AF,LAFB
ecg12208	AQW,LAFB,LVH,IDC,RWC,AF,STC
ecg12209	AQW,IDC,AF,LAFB
ecg12210	IDC,APACE,ALS,AF,PVC
ecg12211	IDC,AF,ALS
ecg12212	STC,IDC,AF,ALS
ecg12213	TWC,IDC,AF,ALS
ecg12214	IDC,AF,ALS
ecg12215	IDC,AF,ALS
ecg12216	STC,LVH,IDC,ALS,AF
ecg12217	TWC,IDC,RWC,ALS,AF
ecg12218	STC,IDC,AF,ALS
ecg12219	IDC,AF,LVH,ALS
ecg12220	TWC,IDC,AF,ALS
ecg12221	TWC,IDC,RWC,ALS,AF
ecg12222	IDC,AF,ALS
ecg12223	TWC,LVH,IDC,ALS,AF
ecg12224	STC,IDC,RWC,ALS,AF,LVH
ecg12225	IDC,AF,LVH,ALS
ecg12226	TWO,IDC,TWC,ALS,AF
ecg12227	IDC,AF,ALS
ecg12228	QTIE,IDC,AF,LVH
ecg12229	IDC,AF,LVH,APACE
ecg12230	TWC,LVH,IDC,AF,APACE
ecg12231	IDC,AF,LVH,APACE
ecg12232	TWC,IDC,AF,STC
ecg12233	IDC,ARS,LVH,AF,PVC
ecg12234	STDD,TWO,IDC,AF,STC,PVC
ecg12235	STDD,LVH,TWO,IDC,AF,PVC
ecg12236	IDC,ARS,RWC,AF,PVC
ecg12237	STC,PVT,IDC,AF,PVC
ecg12238	TWC,LVH,IDC,AF,PVC
ecg12239	STC,LVH,IDC,AF,PVC
ecg12240	IDC,AF,PVC
ecg12241	STC,LVH,IDC,AF,PVC
ecg12242	STDD,LVH,IDC,TWC,AF,STC,PVC
ecg12243	IDC,AF,PVC
ecg12244	TWC,IDC,AF,PVC
ecg12245	TWC,IDC,AF,LVH,PVC
ecg12246	TWO,IDC,TWC,AF,PVC
ecg12247	IDC,AF,PVC
ecg12248	IDC,AF,PVC
ecg12249	IDC,AF,PVC
ecg12250	IDC,AF,LVQRSAL,PVC
ecg12251	IDC,AF,LAFB,CRBBB
ecg12252	IDC,AF,RBBB
ecg12253	STC,IDC,AF,RBBB
ecg12254	IDC,AF,LVH,RBBB
ecg12255	IDC,AF,RBBB
ecg12256	IDC,AF,ARS
ecg12257	TWC,IDC,AF,ARS
ecg12258	IDC,AF,ARS
ecg12259	AQW,ARS,TWO,IDC,RWC,TWC,AF
ecg12260	TWC,ARS,LVH,IDC,AF
ecg12261	STC,IDC,AF,ARS
ecg12262	STTU,ARS,TWO,IDC,AF,STC
ecg12263	IDC,AF,ARS
ecg12264	STDD,ARS,TWO,IDC,AF,STC
ecg12265	STC,IDC,AF
ecg12266	TWC,IDC,AF,LVH
ecg12267	IDC,AF
ecg12268	TWC,IDC,AF,LVH
ecg12269	AQW,IDC,AF
ecg12270	STC,IDC,AF,LVH
ecg12271	STDD,TWO,IDC,AF,LVH,STC
ecg12272	STDD,TWO,IDC,AF,LVH,STC
ecg12273	STC,IDC,AF
ecg12274	STC,IDC,AF
ecg12275	STDD,TWO,IDC,AF,STC
ecg12276	STDD,TWO,IDC,RWC,AF,STC
ecg12277	IDC,AF
ecg12278	AQW,IDC,AF
ecg12279	IDC,AF
ecg12280	STC,IDC,AF
ecg12281	IDC,AF,LVH
ecg12282	IDC,AF,LVH
ecg12283	IDC,AF,LVH
ecg12284	STC,IDC,AF
ecg12285	STDD,TWO,IDC,RWC,AF,STC
ecg12286	IDC,AF
ecg12287	TWC,IDC,AF
ecg12288	STC,IDC,AF
ecg12289	IDC,AF
ecg12290	STDD,TWO,IDC,AF,STC
ecg12291	IDC,AF
ecg12292	TWC,IDC,AF
ecg12293	IDC,AF
ecg12294	STC,IDC,AF
ecg12295	IDC,AF
ecg12296	IDC,AF,LVH
ecg12297	IDC,AF
ecg12298	IDC,AF
ecg12299	STC,IDC,AF
ecg12300	STC,IDC,AF
ecg12301	STC,IDC,AF
ecg12302	IDC,AF,LVQRSAL
ecg12303	STC,IDC,AF,LVH
ecg12304	STC,IDC,AF,LVH
ecg12305	STC,IDC,AF,LVH
ecg12306	STC,IDC,AF,LVH
ecg12307	STC,IDC,AF,LVH
ecg12308	IDC,AF
ecg12309	TWC,IDC,AF
ecg12310	STC,IDC,AF
ecg12311	STC,IDC,AF
ecg12312	TWC,IDC,AF
ecg12313	TWC,IDC,AF,LVH
ecg12314	STC,IDC,AF,RWC
ecg12315	IDC,AF
ecg12316	IDC,AF
ecg12317	IDC,AF
ecg12318	IDC,AF,LVH
ecg12319	IDC,AF
ecg12320	IDC,AF
ecg12321	IDC,AF
ecg12322	IDC,AF
ecg12323	IDC,AF
ecg12324	IDC,AF
ecg12325	TWC,IDC,AF
ecg12326	TWC,LVQRSAL,IDC,RWC,AF
ecg12327	IDC,AF
ecg12328	STC,IDC,AF
ecg12329	STC,IDC,AF
ecg12330	IDC,AF
ecg12331	IDC,AF
ecg12332	STDD,LVH,TWO,IDC,AF,STC
ecg12333	TWC,IDC,AF
ecg12334	TWC,IDC,AF
ecg12335	TWC,IDC,AF
ecg12336	IDC,AF
ecg12337	STDD,TWO,IDC,AF,LVH,STC
ecg12338	IDC,AF
ecg12339	STDD,TWO,IDC,TWC,AF,STC
ecg12340	TWC,IDC,AF,LVH
ecg12341	IDC,AF,LVH
ecg12342	TWC,IDC,AF,LVH
ecg12343	IDC,AF
ecg12344	STDD,TWO,IDC,AF,STC
ecg12345	STDD,TWO,IDC,AF,LVH,STC
ecg12346	STC,IDC,AF
ecg12347	STDD,TWO,IDC,AF,STC
ecg12348	TWO,IDC,RWC,TWC,AF
ecg12349	TWC,IDC,AF,LVH
ecg12350	STC,IDC,AF
ecg12351	STC,IDC,AF
ecg12352	STC,IDC,AF
ecg12353	STDD,TWO,IDC,AF,STC
ecg12354	IDC,AF
ecg12355	TWC,IDC,AF,LVQRSAL
ecg12356	IDC,AF,LVH
ecg12357	STC,IDC,AF
ecg12358	STC,IDC,AF
ecg12359	TWC,IDC,AF,LVH
ecg12360	IDC,AF
ecg12361	IDC,AF
ecg12362	IDC,AF
ecg12363	IDC,AF
ecg12364	IDC,AF
ecg12365	IDC,AF,LVH
ecg12366	STDD,TWO,IDC,AF,LVH,STC
ecg12367	STDD,TWO,IDC,AF,STC
ecg12368	IDC,AF
ecg12369	TWC,IDC,AF
ecg12370	IDC,AF
ecg12371	STDD,IDC,AF,TWO
ecg12372	STDD,LVH,TWO,IDC,AF,STC
ecg12373	IDC,AF,LVH
ecg12374	IDC,AF
ecg12375	IDC,AF,LVH
ecg12376	STDD,TWO,IDC,AF,STC
ecg12377	IDC,AF
ecg12378	TWC,IDC,AF
ecg12379	TWC,IDC,AF
ecg12380	STC,LVH,IDC,RWC,AF
ecg12381	IDC,AF
ecg12382	TWC,IDC,AF
ecg12383	STC,IDC,AF
ecg12384	STC,IDC,RWC,AF,LVH
ecg12385	TWC,IDC,AF,LVH
ecg12386	TWC,IDC,AF
ecg12387	IDC,AF,LVH
ecg12388	STC,IDC,AF,LVH
ecg12389	STC,IDC,AF,LVH
ecg12390	IDC,AF
ecg12391	IDC,AF,LVH
ecg12392	STC,IDC,AF,LVQRSAL
ecg12393	TWO,IDC,RWC,TWC,AF
ecg12394	IDC,AF
ecg12395	STC,IDC,AF,LVH
ecg12396	STC,IDC,AF,LVH
ecg12397	IDC,AF,LVH
ecg12398	STC,IDC,AF
ecg12399	IDC,AF
ecg12400	TWC,IDC,AF
ecg12401	IDC,AF
ecg12402	STDD,IDC,AF,TWO
ecg12403	TWO,LVQRSAL,IDC,TWC,AF
ecg12404	STC,IDC,AF
ecg12405	IDC,AF
ecg12406	IDC,AF
ecg12407	IDC,AF,LVH
ecg12408	IDC,AF,LVH
ecg12409	IDC,AF
ecg12410	IDC,AF,LVH
ecg12411	STDD,IDC,TWC,AF,STC
ecg12412	STC,IDC,AF
ecg12413	STC,IDC,RWC,AF,TWC
ecg12414	IDC,AF
ecg12415	STC,IDC,AF
ecg12416	STDD,LVH,IDC,TWC,AF,STC
ecg12417	TWC,IDC,AF
ecg12418	TWC,IDC,AF
ecg12419	IDC,AF,LVH
ecg12420	TWO,LVQRSAL,LVH,IDC,TWC,AF
ecg12421	IDC,AF,LVQRSAL
ecg12422	STC,IDC,AF,LVH
ecg12423	IDC,AF
ecg12424	IDC,AF,LVH
ecg12425	IDC,AF
ecg12426	STDD,TWO,IDC,AF,LVH,STC
ecg12427	IDC,AF
ecg12428	STDD,TWO,IDC,AF,STC
ecg12429	IDC,AF
ecg12430	STC,IDC,AF
ecg12431	STC,IDC,AF
ecg12432	TWC,IDC,AF,LVH
ecg12433	TWC,IDC,AF
ecg12434	TWC,IDC,AF
ecg12435	IDC,AF
ecg12436	TWC,IDC,AF
ecg12437	STC,IDC,AF
ecg12438	IDC,AF
ecg12439	IDC,AF
ecg12440	IDC,AF
ecg12441	AQW,IDC,RWC,AF,STC
ecg12442	IDC,AF
ecg12443	TWC,IDC,AF,TWO
ecg12444	TWC,IDC,AF
ecg12445	STC,IDC,AF,LVH
ecg12446	STC,IDC,AF
ecg12447	IDC,AF
ecg12448	IDC,AF
ecg12449	IDC,AF
ecg12450	TWC,IDC,AF
ecg12451	TWC,IDC,AF,TWO
ecg12452	IDC,AF,LVH
ecg12453	STC,IDC,AF
ecg12454	IDC,AF
ecg12455	TWC,IDC,AF,TWO
ecg12456	IDC,AF
ecg12457	STC,IDC,AF,LVH
ecg12458	TWC,IDC,AF,TWO
ecg12459	TWC,IDC,AF,TWO
ecg12460	IDC,AF
ecg12461	STC,IDC,AF
ecg12462	IDC,AF,LVH
ecg12463	TWC,IDC,AF
ecg12464	STC,IDC,AF
ecg12465	IDC,AF
ecg12466	TWC,LVQRSAL,IDC,RWC,AF
ecg12467	STC,IDC,AF
ecg12468	STC,IDC,AF
ecg12469	IDC,AF
ecg12470	IDC,AF,RWC
ecg12471	IDC,AF
ecg12472	TWO,LVH,IDC,AF,STC
ecg12473	AQW,STTU,TWO,IDC,TWC,AF
ecg12474	TWC,IDC,AF,TWO
ecg12475	STDD,TWO,IDC,AF,STC
ecg12476	STC,IDC,AF
ecg12477	IDC,AF
ecg12478	TWC,IDC,AF
ecg12479	TWO,LVH,IDC,TWC,AF
ecg12480	IDC,AF
ecg12481	TWC,IDC,AF,LVQRSAL
ecg12482	STDD,TWO,IDC,TWC,AF,STC
ecg12483	IDC,AF
ecg12484	STC,AF,PWC,SR,IDC
ecg12485	IDC,APB,AF,PWC,SR
ecg12486	IDC,CRBBB,ALS,AF
ecg12487	STC,IDC,QTIE,AF
ecg12488	IDC,AF,PVC
ecg12489	TWC,IDC,ARS,AF
ecg12490	STC,IDC,AF
ecg12491	STC,IDC,LVH,AF
ecg12492	IDC,AF
ecg12493	IDC,AF
ecg12494	IDC,AF
ecg12495	STC,IDC,AF
ecg12496	STC,IDC,AF
ecg12497	TWC,IDC,AF
ecg12498	IDC,AF
ecg12499	AQW,STTU,AF,IDC,LVH,STC
ecg12500	TWC,IDC,AF
ecg12501	STDD,AF,LVQRSAL,IDC,TWC,STC
ecg12502	STC,IDC,AF
ecg12503	IDC,AF
ecg12504	TWC,IDC,ST,APB
ecg12505	TWC,IDC,ST,APB
ecg12506	IDC,APB,ST,LVH,ALS,AT,BPAC
ecg12507	STDD,APB,TWO,IDC,PVC
ecg12508	TWC,APB,IDC,SB,SA
ecg12509	STC,APB,IDC,ST
ecg12510	TWO,APB,ST,IDC,TWC,BPAC
ecg12511	IDC,AT,ARHY,APB
ecg12512	AQW,APB,LAFB,LVQRSAL,ST,IDC,AT
ecg12513	IDC,AT,ST,APB
ecg12514	STDD,APB,ST,TWO,IDC,AT,LVH,STC
ecg12515	STC,APB,ST,LVH,IDC,AT
ecg12516	LAFB,APB,ST,LVH,IDC
ecg12517	AQW,APB,STTU,IDC,SB,ALS,SA
ecg12518	IDC,ST,ALS,APB
ecg12519	IDC,APB,ARS,ST
ecg12520	STTU,APB,TWO,SB,IDC,TWC,SA
ecg12521	IDC,APB,SB
ecg12522	IDC,APB,SB,SA
ecg12523	IDC,SB,SA,APB
ecg12524	IDC,APB,ST,LVQRSAL
ecg12525	IDC,ST,APB
ecg12526	IDC,ST,APB
ecg12527	IDC,AT,ST
ecg12528	TWC,IDC,AT
ecg12529	APB,AEC,SB,EAT
ecg12530	MI,APB,STTU,AEC,MI_LAT,STDD,AQW,SR,STC,BPAC
ecg12531	AT,AEC,SB,APB
ecg12532	AT,AEC,ST,APB
ecg12533	APB,AEC,TPW,RWC,JEB,SA
ecg12534	STC,APB,AEC,SB,PVC
ecg12535	STDD,APB,AEC,TWO,SB,LVH,STC
ecg12536	TWO,APB,AEC,SB,TWC,PPW
ecg12537	APB,AEC,SB
ecg12538	APB,AEC,SB
ecg12539	APB,AEC,VEB
ecg12540	AEC,SB,LVH
ecg12541	AEC,SB,LVH
ecg12542	TWC,AEC,SA
ecg12543	AEC,SA
ecg12544	TWO,APB,LVH,TWC,ARHY
ecg12545	CRBBB,ARS,ARHY,CCR
ecg12546	CRBBB,ALS,SA,ARHY
ecg12547	AQW,MI,MI_LAT,ARHY,PVC
ecg12548	ARHY,ST,PVC
ecg12549	ARHY,SB,SA
ecg12550	ARHY
ecg12551	STC,ARHY
ecg12552	ARHY
ecg12553	2AVB,VER,ERHY,LVQRSAL,AF,CLBBB
ecg12554	STC,JEB,AF,2AVB
ecg12555	TWO,PVC,QTIE,LVH,AF,2AVB
ecg12556	STC,QTIE,LVH,AF,2AVB
ecg12557	TWO,VER,ARS,TWC,AF,2AVB
ecg12558	TWC,AF,2AVB
ecg12559	TWC,ERHY,AF,ALS,3AVB,AVB,CRBBB,CCR
ecg12560	TWO,ERHY,TWC,ALS,3AVB,AVB,AF,CRBBB
ecg12561	STC,ERHY,AF,3AVB,AVB,CRBBB,LVH,PVC
ecg12562	3AVB,ERHY,ARS,LVQRSAL,AVB,AF,CRBBB
ecg12563	STDD,VER,UW,ERHY,TWO,3AVB,AVB,AF,STC,CRBBB
ecg12564	TWC,ERHY,LVQRSAL,3AVB,AVB,AF,CRBBB
ecg12565	STDD,ERHY,TWO,3AVB,AVB,AF,STC,CRBBB
ecg12566	TWO,LAFB,ERHY,AF,3AVB,AVB,CRBBB
ecg12567	TWO,ERHY,TWC,ALS,3AVB,AVB,AF,IRBBB
ecg12568	TWC,ERHY,ARS,3AVB,AVB,AF,IRBBB
ecg12569	TWO,ERHY,QTIE,3AVB,AVB,AF
ecg12570	STC,AF,3AVB,AVB,ERHY
ecg12571	TWO,ERHY,3AVB,AVB,AF,STC
ecg12572	STDD,ERHY,TWO,3AVB,AVB,AF,STC
